使用状态,资产名称,资产类型,唯一码,资产编码,所属产线,使用位置,启用日期,责任部门,使用部门,使用负责人,点巡检配置,点巡检状态
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-15,,,一仓库/成品库A15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-14,,,一仓库/成品库A15尾段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-13,,,一仓库/成品库A15尾段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-12,,,一仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-11,,,一仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-10,,,一仓库/拉环存放区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-9,,,一仓库/拉环存放区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-8,,,一仓库/物资暂存区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-7,,,一仓库/物资暂存区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-6,,,一仓库/白糖区后墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-5,,,一仓库/白糖区后墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-4,,,一仓库/白糖区右侧墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-3,,,一仓库/白糖区右侧墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-2,,,一仓库/白糖区右侧墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-1,,,一仓库/白糖区右侧墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-10,,,配电房/值班室,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-9,,,配电房/值班室,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-8,,,配电房/低压配电间靠主干道一侧不锈钢大门旁,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-7,,,配电房/低压配电间靠主干道一侧不锈钢大门旁,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-6,,,配电房/低压配电间进门左手边走道尽头,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-5,,,配电房/低压配电间进门左手边走道尽头,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-4,,,配电房/低压配电间进门左手边走道中间,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-3,,,配电房/低压配电间进门左手边走道中间,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-2,,,配电房/低压配电间进门左手边门口,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,PDF-MT3-1,,,配电房/低压配电间进门左手边门口,2025-06-15,生产部,生产部,张海波,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,GLF-XHS-1,,,锅炉房/锅炉间靠清水池一侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,GLF-35K-1,,,锅炉房/加油机旁,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-10,,,锅炉房/室外消防器材柜,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-9,,,锅炉房/室外消防器材柜,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-8,,,锅炉房/锅炉值班室,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-7,,,锅炉房/锅炉值班室,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-6,,,锅炉房/锅炉间大门右侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-5,,,锅炉房/锅炉间大门右侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-4,,,锅炉房/锅炉间大门右侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-3,,,锅炉房/锅炉间大门左侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-2,,,锅炉房/锅炉间大门左侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,GLF-4K-1,,,锅炉房/锅炉间大门左侧,2025-06-15,生产部,生产部,高勇,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-6,,,污水车间/风机房,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-5,,,污水车间/风机房,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-4,,,污水车间/污水配电间,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-3,,,污水车间/污水配电间,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-2,,,污水车间/污水化验室,2025-03-13,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,WSZ-4K-1,,,污水车间/污水化验室,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ZSJ-4K-4,,,制水间/卷帘门出口,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ZSJ-4K-3,,,制水间/卷帘门出口,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ZSJ-4K-2,,,制水间/门禁出口,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ZSJ-4K-1,,,制水间/门禁出口,2025-06-15,生产部,生产部,邵计,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,CZJ-35K-1,,,称重间/称重操作间,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,CZJ-4K-2,,,称重间/称重操作间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,CZJ-4K-1,,,称重间/称重操作间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,CLJ-XHS-1,,,称料间/领料平台,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,CLJ-MT7-4,,,称料间/称料间更衣室缓冲间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,CLJ-MT6-3,,,称料间/称料间更衣室缓冲间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,CLJ-MT5-2,,,称料间/称料操作间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,CLJ-MT4-1,,,称料间/称料操作间,2025-06-15,生产部,生产部,王平,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,SCJ-MT3-2,,,三期生产/配料间二层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,SCJ-MT3-1,,,三期生产/配料间二层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-29,,,三期生产/配料间二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-28,,,三期生产/配料间二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-27,,,三期生产/参观通道二楼4二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-26,,,三期生产/参观通道二楼3二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-25,,,三期生产/参观通道二楼2二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-24,,,三期生产/参观通道二楼1二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-23,,,三期生产/二楼库房内部4二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-22,,,三期生产/二楼库房内部3二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-21,,,三期生产/二楼库房内部2二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-20,,,三期生产/二楼库房内部1二层,2025-06-15,生产部,生产部三车间,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-19,,,三期生产/五、六线热缩区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-18,,,三期生产/五、六线包装区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-17,,,三期生产/五、六线机码区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-16,,,三期生产/车间办公室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-15,,,三期生产/在线化验室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-14,,,三期生产/电气配件室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-13,,,三期生产/水暖管材库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-12,,,三期生产/空压机房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-11,,,三期生产/机械备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-10,,,三期生产/六线打码区域2一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-9,,,三期生产/六线打码区域1一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-8,,,三期生产/六线灌装区域2一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-7,,,三期生产/六线灌装区域1一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-6,,,三期生产/六线拆包区域一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-5,,,三期生产/配料夹层门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,异常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-4,,,三期生产/电气备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-3,,,三期生产/化验室样品间门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-2,,,三期生产/参观通道洗手池一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,SCJ-XHS-1,,,三期生产/男更衣室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-40,,,三期生产/有毒有害库房门口,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-39,,,三期生产/有毒有害库房门口,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-38,,,三期生产/清洁用品库房,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-37,,,三期生产/清洁用品库房,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-36,,,三期生产/机修间门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-35,,,三期生产/机修间门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-34,,,三期生产/五、六线热缩区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-33,,,三期生产/五、六线热缩区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-32,,,三期生产/五、六线机码区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-31,,,三期生产/五、六线机码区域过道一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-30,,,三期生产/车间办公室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-29,,,三期生产/车间办公室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-28,,,三期生产/在线化验室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-27,,,三期生产/在线化验室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-26,,,三期生产/电气配件室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-25,,,三期生产/电气配件室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-24,,,三期生产/水暖管材库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-23,,,三期生产/水暖管材库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-22,,,三期生产/空压机房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-21,,,三期生产/空压机房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-20,,,三期生产/机械备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-19,,,三期生产/机械备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-18,,,三期生产/六线打码区域2一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-17,,,三期生产/六线打码区域2一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-16,,,三期生产/六线打码区域1一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-15,,,三期生产/六线打码区域1一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-14,,,三期生产/六线灌装区域一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-13,,,三期生产/六线灌装区域一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-12,,,三期生产/六线拆包区域一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-11,,,三期生产/六线拆包区域一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-10,,,三期生产/配料夹层门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-9,,,三期生产/配料夹层门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-8,,,三期生产/电气备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-7,,,三期生产/电气备件库房门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-6,,,三期生产/化验室样品间门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-5,,,三期生产/化验室样品间门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-4,,,三期生产/参观通道洗手池一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-3,,,三期生产/参观通道洗手池一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-2,,,三期生产/男更衣室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCJ-4K-1,,,三期生产/男更衣室门口一层,2025-06-15,生产部,生产部,陈真敬,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-27,,,二期生产/风机室二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-26,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-25,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-24,,,二期生产/更衣室一层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-23,,,二期生产/更衣室一层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-22,,,二期生产/参观通道二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-21,,,二期生产/参观通道二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-20,,,二期生产/参观通道二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-19,,,二期生产/参观通道二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-18,,,二期生产/参观通道二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-17,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-16,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-15,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-14,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-13,,,二期生产/车间西侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-12,,,二期生产/车间南侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-11,,,二期生产/车间南侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-10,,,二期生产/车间南侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-9,,,二期生产/车间东侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-8,,,二期生产/车间东侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-7,,,二期生产/车间东侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-6,,,二期生产/车间东侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-5,,,二期生产/车间东侧通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-4,,,二期生产/上糖通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-3,,,二期生产/上糖通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-2,,,二期生产/备品室二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECJ-XHS-1,,,二期生产/配料间二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-2,,,二期生产/配料间二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,二氧化碳灭火器,消防器材>二氧化碳灭火器,ECJ-MT3-1,,,二期生产/配料间二层,2025-06-15,生产部,生产部二车间,何毓裕,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-62,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-61,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-60,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-59,,,二期生产/化验室门口二层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-58,,,二期生产/更衣室一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-57,,,二期生产/更衣室一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-56,,,二期生产/更衣室一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-55,,,二期生产/更衣室一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-54,,,二期生产/三四线中间通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-53,,,二期生产/三四线中间通道一层,2025-03-13,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-52,,,二期生产/三四线中间通道一层,2025-03-01,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-51,,,二期生产/三四线中间通道一层,2025-03-01,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-50,,,二期生产/三四线中间通道一层,2025-03-13,生产部,生产部,王振,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECJ-4K-49,,,二期生产/三四线中间通道一层,2025-06-15,生产部,生产部,王振,1个计划,正常
